winrate,opening_kills,multikills,5v4,4v5,trades,grenades_damage,flash_assists
55.3,52.1,0.86,76.9,31.9,21.8,23.4,0.3
56.5,52.9,0.88,76.9,33.6,20.1,24.5,0.18
54.9,55.7,0.91,73.0,32.3,20.1,17.2,0.28
55.8,50.8,0.88,73.2,37.8,20.8,16.2,0.25
56.4,55.6,0.85,75.9,32.4,20.7,24.4,0.22
56.6,49.8,0.87,77.0,36.4,19.4,25.7,0.27
55.1,51.7,0.83,74.7,34.0,19.3,19.9,0.18
54.0,51.2,0.86,73.3,33.8,19.9,25.9,0.22
53.5,51.9,0.83,75.2,30.2,21.2,19.7,0.24
53.5,51.0,0.86,73.5,32.8,22.3,22.5,0.23
55.6,54.1,0.82,75.2,32.6,19.3,20.2,0.25
53.0,50.3,0.8,75.4,30.3,19.7,30.0,0.19
54.9,53.2,0.81,75.5,31.4,20.6,20.7,0.26
51.8,51.6,0.86,72.7,29.4,21.3,18.4,0.19
54.6,52.8,0.83,76.4,30.0,21.7,22.4,0.3
53.7,53.7,0.83,73.6,30.5,19.6,25.5,0.25
51.7,51.1,0.82,73.0,29.5,19.9,21.0,0.23
52.9,51.6,0.86,74.1,30.2,20.4,27.1,0.3
52.9,54.8,0.83,74.4,26.8,20.0,31.0,0.34
49.9,53.0,0.82,70.1,27.3,21.6,28.9,0.23
51.5,51.9,0.82,70.5,30.9,19.6,28.0,0.22
50.9,49.1,0.87,71.1,31.4,21.5,28.3,0.28
50.3,48.6,0.82,70.9,30.7,19.8,23.3,0.24
53.5,47.8,0.84,77.8,31.2,20.5,22.9,0.21
50.8,52.1,0.8,71.3,28.5,20.3,27.5,0.27
50.6,52.5,0.8,71.5,27.3,18.8,24.1,0.24
56.1,53.0,0.81,77.1,32.3,21.0,20.2,0.23
50.5,50.1,0.8,72.6,28.3,19.8,21.2,0.25
53.0,51.6,0.8,74.6,30.1,19.4,19.9,0.27
52.9,53.1,0.78,72.7,30.3,20.6,20.6,0.24
54.3,51.5,0.85,76.3,31.0,20.9,20.2,0.29
50.1,49.7,0.8,71.3,29.2,20.3,19.2,0.15
51.0,50.1,0.79,72.7,29.0,20.8,25.3,0.23
52.4,51.1,0.82,73.7,30.1,20.0,21.5,0.24
52.0,51.8,0.78,72.7,29.8,22.5,28.0,0.27
52.5,50.0,0.82,73.5,31.3,18.9,27.6,0.34
53.1,48.2,0.83,74.5,33.2,20.7,22.5,0.24
48.3,51.7,0.79,69.8,25.3,19.1,22.9,0.18
49.9,52.5,0.79,71.0,26.2,18.4,20.6,0.22
49.8,47.5,0.84,71.8,30.0,20.2,23.9,0.18
52.5,47.3,0.79,78.0,29.5,17.4,19.6,0.23
49.9,49.3,0.82,71.3,28.6,19.6,17.2,0.26
48.5,50.2,0.85,68.3,28.5,19.2,17.9,0.19
51.1,52.7,0.79,70.8,29.3,22.0,25.1,0.23
51.5,49.1,0.84,74.1,29.5,20.4,20.0,0.28
48.2,48.7,0.82,71.4,26.2,19.8,19.1,0.23
51.4,49.9,0.83,72.3,30.5,18.7,20.0,0.28
48.2,52.7,0.82,70.5,23.4,19.4,16.9,0.21
49.9,49.5,0.8,71.4,28.9,18.5,21.7,0.19
49.9,47.4,0.8,75.2,27.3,20.6,22.5,0.31
51.4,50.9,0.8,74.1,28.1,21.5,18.7,0.19
49.8,50.7,0.81,70.1,29.0,19.4,20.4,0.22
48.5,53.8,0.78,69.0,24.4,19.1,27.2,0.22
51.2,48.5,0.79,72.8,30.8,19.2,24.1,0.2
50.6,50.8,0.81,72.5,28.1,19.2,26.1,0.23
47.8,44.7,0.84,70.4,29.6,22.1,16.6,0.22
50.9,50.2,0.79,72.7,28.9,21.5,19.7,0.2
48.3,46.1,0.79,73.5,26.7,19.0,27.8,0.28
49.0,49.8,0.85,68.7,29.7,19.7,18.8,0.22
48.6,46.7,0.79,69.8,30.0,20.5,29.7,0.26
48.3,48.2,0.8,69.0,29.1,20.1,26.3,0.22
49.0,51.7,0.77,70.3,26.1,17.2,19.9,0.22
49.3,50.6,0.79,73.4,24.7,18.5,29.1,0.31
47.8,48.8,0.74,71.1,25.6,18.1,21.0,0.2
49.3,45.4,0.77,73.9,28.6,18.2,24.9,0.18
50.6,49.2,0.76,71.0,31.0,18.7,20.5,0.13
48.2,49.4,0.8,67.0,29.7,20.7,23.0,0.2
48.3,49.7,0.75,70.3,26.4,19.4,19.3,0.27
49.8,47.1,0.75,79.2,23.6,21.5,17.1,0.18
48.8,48.0,0.8,70.6,28.9,19.3,17.6,0.28
48.8,48.8,0.77,69.5,29.3,19.9,24.9,0.28
49.2,46.4,0.77,73.7,27.9,18.7,23.2,0.3
47.3,48.5,0.78,68.8,27.0,19.9,24.5,0.25
47.2,49.1,0.75,70.1,24.9,18.1,21.4,0.28
44.6,45.7,0.78,65.7,26.6,18.4,20.1,0.18
44.2,45.4,0.78,67.0,25.2,19.8,18.7,0.15
45.0,47.6,0.75,67.5,24.6,17.9,22.7,0.15
46.3,47.8,0.74,65.8,28.4,18.0,30.0,0.29
45.4,48.7,0.76,67.0,24.8,20.3,19.1,0.19
38.2,40.2,0.72,63.6,20.8,17.0,17.2,0.22
58.8,54.0,0.91,77.5,37.2,21.6,21.6,0.22
58.4,52.3,0.94,77.6,37.3,20.8,29.7,0.22
59.9,55.4,0.86,80.8,34.3,19.8,26.5,0.23
59.9,57.6,0.9,77.9,35.2,20.2,20.0,0.26
55.5,55.1,0.88,76.3,30.1,20.4,22.5,0.21
55.7,48.5,0.85,78.7,33.9,22.5,21.8,0.26
56.8,52.2,0.88,80.1,31.2,21.8,27.9,0.34
57.6,54.1,0.89,77.5,34.0,24.5,29.3,0.28
53.4,54.9,0.83,72.1,30.6,19.0,25.8,0.23
53.5,50.0,0.85,77.0,30.0,21.2,20.0,0.14
56.3,50.7,0.88,79.3,32.4,22.6,25.6,0.16
58.2,55.4,0.86,76.4,35.5,21.9,28.0,0.2
56.4,52.2,0.85,77.0,33.7,19.6,26.2,0.29
54.4,53.9,0.8,75.9,29.3,20.3,28.6,0.26
52.4,50.8,0.83,72.4,31.7,20.2,21.3,0.26
56.0,53.6,0.85,77.2,31.5,20.8,23.2,0.26
50.5,51.6,0.88,70.6,29.3,21.1,17.4,0.21
52.5,51.1,0.89,73.9,30.1,20.8,22.8,0.2
50.3,50.2,0.89,69.9,30.7,24.5,26.6,0.33
51.6,51.5,0.81,71.7,30.2,21.0,19.2,0.21
53.7,51.8,0.81,75.6,30.1,21.2,21.9,0.28
54.6,53.8,0.79,76.4,29.3,22.6,29.0,0.35
52.1,50.4,0.81,74.6,29.2,22.1,24.5,0.24
51.8,54.8,0.78,70.5,29.1,20.4,24.4,0.21
54.3,50.5,0.83,77.8,30.6,17.4,20.8,0.26
50.3,49.7,0.83,69.6,30.9,21.1,27.5,0.31
52.9,52.4,0.83,74.5,29.2,21.3,27.6,0.24
51.9,50.6,0.84,74.5,28.8,19.1,18.0,0.27
51.3,47.3,0.86,76.2,29.1,20.8,31.8,0.27
52.3,52.7,0.79,74.9,27.5,20.0,31.4,0.25
54.0,46.4,0.82,76.9,34.3,21.9,22.8,0.19
51.6,51.7,0.84,69.2,32.8,20.8,17.4,0.27
52.7,49.7,0.82,74.2,31.5,19.9,27.7,0.28
50.2,49.8,0.83,74.2,26.4,18.0,20.3,0.21
53.7,51.2,0.8,75.2,31.2,20.1,28.2,0.24
51.3,52.5,0.8,72.9,27.4,19.6,23.2,0.2
50.1,50.8,0.82,70.6,28.9,18.8,18.5,0.22
52.0,51.4,0.81,71.7,31.0,19.3,20.4,0.21
51.7,50.4,0.82,74.9,28.3,18.9,22.6,0.24
51.5,55.1,0.78,73.9,24.0,18.6,21.2,0.23
50.8,47.5,0.8,77.0,27.1,19.4,24.5,0.21
52.4,49.6,0.79,73.6,31.7,19.2,25.2,0.24
51.5,50.6,0.8,72.9,29.6,19.2,30.2,0.24
52.4,49.6,0.81,74.5,30.7,20.9,24.0,0.17
50.8,52.7,0.8,73.3,25.7,19.8,18.9,0.26
49.4,49.9,0.78,70.7,27.9,20.6,15.6,0.21
49.2,52.4,0.82,70.6,25.9,21.1,26.4,0.31
51.8,49.3,0.8,76.4,27.9,20.4,29.2,0.31
47.6,53.7,0.84,66.4,25.6,21.1,22.6,0.23
51.5,48.8,0.78,76.4,28.0,18.5,18.9,0.21
53.0,50.7,0.82,74.1,31.3,20.5,21.6,0.23
48.5,51.3,0.78,71.5,24.5,18.0,24.1,0.19
49.8,48.2,0.84,73.6,27.6,19.8,22.1,0.2
49.6,51.1,0.83,68.4,29.9,18.0,17.8,0.21
49.2,48.6,0.79,73.6,26.2,19.9,23.9,0.18
51.3,51.2,0.8,70.9,30.6,20.0,23.3,0.2
51.0,50.3,0.76,71.4,30.4,17.5,22.7,0.25
51.4,47.6,0.81,76.6,28.5,20.2,29.0,0.27
49.1,51.9,0.76,70.8,25.9,17.6,24.9,0.28
49.9,50.0,0.8,72.7,27.0,17.8,21.5,0.31
48.6,49.8,0.77,70.4,26.9,18.7,20.8,0.15
48.8,49.6,0.76,72.1,26.0,20.4,19.4,0.21
47.6,49.2,0.78,69.4,26.5,19.7,26.7,0.3
51.0,49.9,0.82,76.4,25.9,18.7,14.3,0.2
47.3,53.3,0.77,68.2,23.4,18.9,20.4,0.14
49.3,48.5,0.8,74.2,26.0,18.6,19.8,0.24
50.6,48.9,0.76,75.0,27.1,19.8,26.8,0.31
48.2,49.8,0.81,69.7,26.8,20.8,25.8,0.22
47.1,45.7,0.82,68.5,29.1,22.0,27.6,0.29
48.9,52.9,0.77,70.2,25.2,19.0,28.3,0.25
48.7,50.2,0.75,70.0,27.1,18.2,34.1,0.26
48.9,51.8,0.79,69.0,27.4,18.9,20.5,0.23
48.0,50.5,0.73,68.9,26.8,20.1,23.0,0.21
47.4,45.2,0.79,72.8,26.4,20.2,17.7,0.17
46.8,49.7,0.78,68.5,25.3,19.1,32.9,0.23
47.1,47.2,0.76,68.9,27.7,19.7,29.2,0.2
48.9,51.0,0.78,69.9,27.1,18.9,24.3,0.25
48.2,45.8,0.76,71.8,28.3,19.1,18.7,0.21
47.9,48.8,0.73,69.4,27.4,20.2,22.9,0.25
48.6,50.4,0.75,70.6,26.3,18.3,27.0,0.21
47.3,45.7,0.78,72.2,26.1,19.0,25.0,0.19
45.6,48.5,0.76,71.1,21.8,20.1,23.9,0.2
45.1,47.0,0.72,65.6,27.0,20.9,23.9,0.26
46.6,44.1,0.71,73.3,25.6,21.3,23.4,0.2
46.1,48.8,0.7,73.5,20.0,19.4,23.6,0.22
45.2,45.9,0.71,72.3,22.5,16.4,22.4,0.2
43.5,43.5,0.78,67.4,25.2,18.5,22.2,0.28
65.7,60.2,1.01,80.5,43.5,23.8,28.2,0.22
59.9,56.5,0.92,79.5,34.6,21.5,24.9,0.26
60.0,60.0,0.89,77.1,34.5,23.2,22.4,0.27
60.3,56.0,0.92,80.1,34.6,22.3,19.9,0.26
62.1,55.6,0.92,81.2,38.2,22.1,28.7,0.28
58.8,54.3,0.91,81.6,31.6,21.1,19.3,0.22
57.6,54.5,0.92,78.7,32.4,19.4,21.1,0.25
58.1,56.1,0.92,77.2,33.6,20.2,24.7,0.33
56.9,54.6,0.91,74.2,36.1,22.2,24.6,0.28
54.4,56.7,0.88,75.1,27.5,19.5,26.8,0.26
56.5,58.2,0.93,75.5,30.0,22.9,20.2,0.32
58.0,50.0,0.89,79.4,36.7,21.5,29.0,0.2
56.0,57.0,0.88,78.1,26.7,19.8,26.7,0.23
55.4,53.1,0.87,76.4,31.6,21.2,20.8,0.2
55.7,52.4,0.87,79.0,30.0,20.9,23.9,0.3
55.5,53.3,0.85,75.8,32.5,23.1,30.4,0.27
55.5,52.7,0.85,75.0,33.9,20.5,23.5,0.25
55.4,50.6,0.89,77.4,32.5,20.6,21.1,0.3
55.5,52.7,0.83,77.3,31.3,20.5,22.2,0.23
51.4,52.7,0.84,72.6,27.6,20.4,20.6,0.18
55.0,52.4,0.82,75.1,32.9,19.3,20.8,0.21
55.1,47.5,0.88,76.1,36.2,18.9,29.6,0.23
52.0,53.2,0.79,72.0,29.3,18.1,23.8,0.25
50.7,51.8,0.86,68.3,31.8,17.9,22.4,0.23
53.2,51.3,0.86,76.1,29.1,19.1,31.6,0.3
53.0,51.9,0.8,75.1,28.8,17.4,20.8,0.27
51.6,55.9,0.88,70.0,28.2,20.6,16.2,0.24
51.2,51.9,0.83,75.4,25.1,20.7,25.3,0.17
51.9,46.9,0.79,76.9,29.7,20.2,21.9,0.25
52.5,48.6,0.81,75.3,30.8,20.5,19.4,0.14
51.1,49.4,0.83,75.5,27.2,20.6,18.5,0.24
49.3,49.7,0.81,71.0,27.9,19.5,22.7,0.19
51.7,50.6,0.84,72.5,30.5,20.7,17.7,0.25
50.8,51.1,0.82,71.4,29.2,19.5,28.2,0.26
52.2,46.6,0.84,76.1,31.3,18.8,22.8,0.23
52.3,52.0,0.79,69.3,34.1,20.6,21.2,0.24
49.8,47.1,0.84,72.8,29.2,19.2,22.4,0.23
50.7,51.4,0.8,70.4,30.0,23.2,26.8,0.29
48.5,47.6,0.85,72.3,26.9,19.0,23.0,0.17
51.7,49.9,0.8,71.2,32.3,19.4,18.1,0.23
50.9,51.1,0.79,73.6,27.3,17.6,26.0,0.2
50.9,49.8,0.79,69.9,31.9,20.5,23.6,0.24
50.4,50.5,0.8,70.6,29.7,19.7,20.8,0.28
49.1,48.3,0.78,71.8,28.0,19.0,24.3,0.25
48.7,46.0,0.78,72.9,28.2,19.8,21.8,0.18
48.2,47.1,0.77,72.6,26.4,20.6,23.4,0.26
49.9,48.0,0.77,74.3,27.1,19.0,22.7,0.19
49.5,54.3,0.8,70.9,24.0,20.5,24.9,0.24
48.6,48.8,0.78,69.9,28.5,19.3,25.6,0.23
46.9,49.1,0.78,70.9,23.5,20.2,18.9,0.2
48.4,49.1,0.79,71.9,25.9,19.0,26.9,0.21
50.0,46.5,0.76,71.3,31.4,19.1,20.6,0.23
49.6,47.7,0.78,73.9,27.1,17.6,25.8,0.18
47.8,46.8,0.78,70.7,27.7,20.5,20.7,0.19
49.4,49.8,0.79,69.4,29.5,21.3,25.4,0.25
48.0,50.0,0.8,67.6,28.3,18.4,22.7,0.22
46.6,48.0,0.81,68.1,26.8,20.2,18.4,0.24
49.9,48.1,0.79,73.2,28.4,20.1,23.7,0.23
46.9,48.0,0.79,71.3,24.4,19.9,23.7,0.18
46.1,48.1,0.81,68.7,24.9,19.4,24.1,0.21
47.7,46.4,0.77,73.2,25.4,18.0,27.7,0.26
49.1,50.0,0.75,73.1,25.2,20.4,20.9,0.18
47.4,48.4,0.75,67.5,28.5,19.3,27.5,0.23
48.3,44.1,0.79,72.7,29.0,20.6,22.8,0.29
45.9,54.8,0.78,67.5,19.7,18.8,18.4,0.2
46.7,43.6,0.75,75.1,24.6,19.1,21.4,0.27
46.5,49.3,0.72,68.4,25.6,17.7,24.0,0.18
45.3,47.2,0.78,63.9,28.7,17.6,28.5,0.2
44.9,50.7,0.71,66.2,22.8,19.0,19.5,0.18
43.6,42.0,0.73,69.8,24.8,16.6,22.3,0.3
41.7,45.0,0.73,60.4,26.0,20.9,26.2,0.23
63.6,57.5,0.96,85.3,34.3,25.7,23.4,0.24
60.5,55.0,0.92,82.8,32.8,23.0,27.4,0.13
59.5,55.1,0.9,79.6,34.9,20.5,17.4,0.21
59.6,57.6,0.9,78.0,34.5,22.3,19.5,0.26
56.8,55.0,0.88,72.7,37.6,22.3,25.7,0.28
57.5,54.7,0.88,77.4,33.3,22.1,23.5,0.28
57.0,56.0,0.84,75.3,33.7,21.0,24.2,0.19
56.6,52.4,0.85,80.2,30.7,21.9,21.4,0.23
54.7,53.8,0.84,74.6,31.3,19.2,24.5,0.23
55.0,50.1,0.89,76.9,33.0,19.3,22.7,0.21
56.9,52.8,0.89,77.8,33.2,19.9,27.8,0.25
55.1,53.4,0.88,76.4,30.9,20.3,22.5,0.29
54.3,47.4,0.87,74.7,35.9,20.5,19.8,0.26
53.6,51.3,0.84,77.9,28.3,21.9,25.3,0.26
53.9,52.0,0.86,75.3,30.6,21.2,15.9,0.16
54.2,53.1,0.83,73.9,31.9,19.8,23.7,0.21
53.2,53.1,0.84,73.2,30.8,19.4,21.0,0.22
52.6,49.4,0.85,73.9,31.5,22.2,23.2,0.14
52.5,50.9,0.83,74.8,29.5,20.0,31.6,0.22
48.8,53.9,0.8,68.2,26.0,19.2,24.1,0.27
54.5,52.4,0.82,76.3,30.5,19.4,23.6,0.26
53.4,52.4,0.8,76.3,28.5,20.3,27.7,0.31
54.3,52.5,0.78,74.8,31.6,18.9,17.4,0.19
52.2,52.4,0.82,73.9,28.5,20.3,21.4,0.26
52.0,50.9,0.8,73.9,29.4,21.2,32.4,0.25
52.9,51.6,0.85,73.7,30.5,20.7,18.1,0.26
52.1,50.3,0.81,73.9,29.9,20.2,21.6,0.33
51.3,48.4,0.83,75.7,28.5,20.5,16.6,0.16
51.6,50.8,0.84,71.4,30.9,19.6,24.6,0.21
52.2,54.1,0.82,73.2,27.4,19.4,20.5,0.18
51.6,51.2,0.77,74.5,27.7,20.2,29.4,0.24
52.3,48.3,0.81,74.0,31.8,19.7,25.2,0.22
49.8,50.6,0.77,71.6,27.5,18.3,22.0,0.26
52.7,51.4,0.83,72.5,32.1,20.8,22.3,0.27
52.3,48.6,0.83,71.4,34.1,19.3,31.9,0.34
50.5,52.9,0.83,72.0,26.4,21.8,21.9,0.24
51.0,51.3,0.82,73.5,27.2,20.9,24.2,0.24
49.3,50.7,0.8,68.8,29.3,18.1,27.3,0.18
50.5,51.0,0.82,67.2,33.0,19.7,25.3,0.26
52.8,48.6,0.82,73.8,33.0,20.0,28.7,0.25
52.6,50.2,0.83,74.3,30.0,18.7,20.1,0.25
49.4,52.1,0.81,68.5,28.5,19.4,29.3,0.25
49.2,47.9,0.83,75.2,25.1,19.1,21.3,0.22
50.4,51.9,0.76,69.6,29.7,19.6,23.7,0.26
49.6,50.3,0.79,72.1,26.8,20.5,20.6,0.2
49.4,51.4,0.82,72.0,25.2,19.4,23.8,0.2
51.2,47.4,0.81,74.2,30.6,19.4,22.9,0.19
50.3,48.7,0.82,70.9,31.0,18.0,22.2,0.21
50.1,50.4,0.8,72.1,27.6,18.2,22.5,0.23
46.7,50.1,0.79,66.0,27.2,20.3,22.7,0.18
50.9,45.9,0.79,73.1,32.1,18.1,23.7,0.21
50.7,49.4,0.83,73.7,28.3,17.6,20.6,0.17
49.6,48.7,0.77,71.6,28.8,18.4,22.0,0.21
47.9,50.3,0.79,67.9,27.6,18.4,20.3,0.17
49.6,47.1,0.79,71.7,30.0,20.1,22.5,0.25
48.7,47.7,0.8,72.0,27.6,18.6,26.9,0.2
48.9,46.7,0.78,72.2,28.5,20.7,20.5,0.2
47.4,50.6,0.8,67.9,26.5,17.5,23.6,0.22
46.7,50.5,0.75,67.5,25.5,18.7,19.7,0.24
49.7,48.6,0.79,73.8,27.0,20.1,22.7,0.27
45.6,48.2,0.76,69.9,22.7,19.3,25.4,0.23
46.5,48.7,0.77,70.4,23.6,19.7,22.0,0.26
49.7,46.9,0.72,74.6,27.6,20.1,20.3,0.27
48.6,46.7,0.77,71.8,28.1,21.4,29.3,0.31
48.0,48.0,0.8,72.2,25.7,18.7,23.0,0.15
46.2,48.5,0.76,66.9,26.8,20.3,25.9,0.17
44.9,49.5,0.76,67.3,22.6,22.2,22.7,0.4
37.9,43.0,0.69,56.3,23.9,19.6,23.4,0.21
61.9,57.3,0.93,78.7,39.5,18.2,28.0,0.26
56.5,53.2,0.89,76.8,33.5,18.8,23.3,0.25
57.0,55.9,0.89,78.1,30.3,20.1,26.7,0.3
56.8,54.8,0.88,76.0,33.7,20.7,21.0,0.19
56.5,52.5,0.85,72.9,38.4,18.7,23.8,0.25
55.4,55.1,0.86,72.8,34.1,19.6,19.8,0.22
55.8,55.5,0.82,75.6,31.1,21.4,20.6,0.25
52.5,52.8,0.89,70.0,32.8,20.9,31.0,0.29
55.3,52.1,0.86,77.1,31.6,18.7,19.9,0.21
54.8,53.6,0.84,76.7,29.5,19.7,21.7,0.28
50.5,47.6,0.9,76.2,27.2,19.5,22.4,0.2
50.7,47.2,0.84,72.7,30.8,18.3,23.1,0.2
51.4,49.0,0.81,73.0,30.6,18.7,24.2,0.22
52.9,52.6,0.83,74.0,29.8,22.5,27.9,0.26
51.7,49.8,0.85,76.5,26.7,19.5,15.6,0.26
50.9,52.2,0.82,70.7,29.4,18.2,22.4,0.22
53.5,50.5,0.82,75.6,30.7,19.6,24.4,0.2
49.6,49.0,0.81,73.3,27.0,20.6,39.9,0.3
51.3,52.3,0.8,72.6,28.0,22.8,21.7,0.21
49.6,48.8,0.82,75.4,25.0,19.1,21.1,0.16
51.1,47.9,0.84,76.2,27.9,19.6,18.9,0.19
50.9,52.7,0.81,74.1,24.9,19.2,29.9,0.28
50.7,53.0,0.84,75.2,22.9,18.8,20.1,0.38
52.8,48.3,0.87,73.8,33.3,20.2,31.1,0.31
52.3,53.0,0.81,73.0,28.8,19.2,21.2,0.24
52.2,46.8,0.83,77.3,30.1,19.9,24.3,0.29
51.9,49.1,0.81,77.0,27.7,18.8,20.6,0.22
51.2,50.2,0.81,71.0,31.2,22.6,29.1,0.36
49.4,50.9,0.77,76.9,20.9,17.4,20.4,0.22
49.3,49.0,0.75,70.3,29.0,22.2,24.5,0.38
49.5,48.3,0.82,73.0,27.7,19.4,22.3,0.22
48.7,48.7,0.78,72.3,26.3,19.1,24.0,0.19
49.4,49.4,0.77,69.9,29.4,17.8,23.1,0.29
47.6,45.1,0.82,72.0,27.6,22.5,28.9,0.23
49.5,53.3,0.78,71.1,25.0,18.3,27.3,0.25
49.3,50.2,0.83,70.7,27.8,18.4,22.5,0.22
51.5,51.8,0.79,73.7,27.6,18.3,33.0,0.31
50.1,47.8,0.73,73.6,28.7,19.3,23.1,0.26
46.5,48.0,0.79,69.9,24.9,17.9,20.0,0.24
47.4,48.5,0.75,71.2,24.9,19.1,19.8,0.21
45.6,48.1,0.77,67.9,25.0,19.5,21.3,0.19
45.4,48.2,0.75,67.2,25.1,18.5,26.8,0.16
43.9,46.8,0.77,67.7,23.0,16.7,19.1,0.21
46.7,47.4,0.79,72.0,24.0,19.9,17.7,0.28
45.9,46.6,0.74,68.5,26.1,18.0,22.5,0.26
44.6,45.6,0.71,62.7,29.4,18.6,18.6,0.16
44.4,47.0,0.7,72.8,19.4,17.3,17.7,0.17
39.8,47.9,0.65,62.5,18.9,16.3,11.8,0.23
59.8,56.1,0.9,75.9,39.3,21.6,22.3,0.24
59.1,55.5,0.89,81.0,31.9,23.2,35.6,0.31
56.0,53.4,0.82,74.9,34.6,19.7,25.6,0.27
56.0,54.6,0.88,74.9,33.3,21.6,19.6,0.24
54.1,57.6,0.84,69.4,33.3,22.4,21.8,0.29
55.4,53.3,0.84,74.5,33.7,19.5,21.8,0.26
54.5,53.1,0.88,70.6,36.3,23.2,19.4,0.14
53.4,50.8,0.87,75.8,30.3,22.5,18.5,0.25
54.9,54.0,0.88,77.1,28.7,21.2,24.1,0.34
53.5,53.5,0.85,74.8,29.0,20.6,25.4,0.28
56.5,54.0,0.85,76.3,33.2,20.0,23.6,0.27
51.7,53.1,0.85,71.1,29.8,19.0,24.0,0.2
52.9,49.8,0.82,78.9,27.4,20.5,25.2,0.22
51.9,50.8,0.82,74.7,28.6,18.7,26.1,0.21
52.5,53.8,0.82,73.2,28.3,21.5,22.7,0.2
53.1,48.6,0.84,79.8,27.5,19.7,19.5,0.25
50.1,49.9,0.87,73.1,27.3,21.5,30.6,0.27
54.6,53.4,0.82,77.9,28.2,20.5,20.8,0.23
53.7,52.4,0.8,77.3,28.0,19.3,24.9,0.16
53.1,53.1,0.82,73.1,30.6,18.0,26.3,0.28
52.9,50.5,0.87,76.4,28.8,21.2,19.6,0.16
53.0,51.2,0.82,78.0,26.7,19.2,21.0,0.18
53.0,53.1,0.85,73.0,30.5,18.2,21.9,0.18
52.8,50.1,0.82,77.7,27.9,19.2,20.8,0.25
52.5,49.5,0.81,76.5,29.0,18.6,25.0,0.28
49.9,50.0,0.79,71.7,28.0,20.2,33.0,0.28
52.2,54.5,0.82,71.4,29.0,18.0,27.7,0.2
53.6,50.2,0.81,76.2,30.6,20.3,33.8,0.3
54.9,48.5,0.87,80.9,29.9,21.2,27.5,0.36
52.4,47.0,0.84,78.2,29.4,19.5,21.9,0.16
50.6,49.9,0.8,73.4,27.8,18.3,24.6,0.27
52.6,49.5,0.85,78.1,28.0,20.3,25.8,0.25
50.7,54.8,0.81,72.7,24.1,20.6,21.3,0.22
50.5,51.5,0.85,75.2,23.7,20.4,22.3,0.23
51.3,53.1,0.81,67.4,33.1,18.9,22.9,0.18
51.5,51.6,0.81,71.5,30.2,19.8,20.8,0.19
52.4,48.1,0.79,79.2,27.3,17.8,23.1,0.19
51.5,52.2,0.85,72.3,28.9,17.6,27.5,0.24
51.0,51.2,0.79,71.9,29.0,16.9,21.1,0.23
49.7,50.9,0.78,71.2,27.5,17.7,23.6,0.3
51.3,51.9,0.83,70.9,29.8,20.1,23.8,0.33
50.1,48.4,0.78,73.4,28.2,17.5,22.1,0.22
51.1,48.3,0.8,72.8,30.9,19.1,19.6,0.2
49.5,49.8,0.84,75.6,23.2,19.5,25.5,0.23
51.4,51.1,0.78,73.2,28.8,18.0,18.1,0.23
47.6,51.0,0.81,67.0,27.5,18.3,21.2,0.21
47.7,49.3,0.76,72.2,23.9,19.3,25.4,0.21
51.0,49.3,0.8,71.7,30.9,18.6,25.0,0.3
49.4,50.6,0.8,73.1,25.2,18.2,23.2,0.17
49.3,48.2,0.76,71.4,28.8,20.0,22.8,0.25
48.2,50.1,0.81,70.4,25.7,19.0,24.8,0.23
49.6,46.4,0.78,73.3,29.2,20.4,19.0,0.27
47.6,50.2,0.8,69.1,25.9,20.2,23.8,0.19
49.6,52.8,0.73,67.9,29.5,19.3,29.1,0.28
47.6,52.4,0.81,68.2,25.0,19.0,19.0,0.24
50.6,49.2,0.79,72.8,29.1,19.2,21.4,0.25
52.1,51.9,0.78,75.4,27.0,19.7,24.5,0.28
50.1,46.6,0.76,76.1,27.2,19.3,17.1,0.23
47.6,44.1,0.79,75.0,26.5,20.2,18.9,0.31
48.2,48.2,0.79,77.1,21.4,19.2,18.4,0.25
48.0,45.2,0.77,71.0,28.9,19.4,24.6,0.23
47.9,49.3,0.75,70.0,26.4,16.5,20.3,0.18
47.2,48.4,0.79,71.2,24.5,18.4,19.2,0.24
45.5,46.5,0.72,71.1,23.3,18.3,24.9,0.28
47.1,47.9,0.75,70.5,25.5,19.3,24.3,0.26
49.1,47.2,0.72,74.1,26.7,18.4,24.7,0.24
45.6,48.7,0.72,71.6,21.0,17.7,17.2,0.15
47.8,52.2,0.68,68.8,25.2,21.0,25.9,0.26
50.3,48.3,0.71,70.7,31.2,16.7,19.8,0.21
45.9,44.8,0.74,82.9,15.9,20.1,24.0,0.22
46.2,51.9,0.72,67.4,23.5,17.6,18.8,0.31
45.9,52.0,0.73,64.4,25.9,17.0,17.7,0.18
44.5,44.9,0.68,75.0,19.3,15.9,19.2,0.27
41.4,42.5,0.74,67.5,22.1,18.3,16.5,0.19
41.9,42.7,0.71,71.5,20.1,18.8,21.8,0.19
39.2,46.5,0.68,60.4,20.8,13.9,21.8,0.21
59.8,57.0,0.9,82.6,29.6,20.3,30.5,0.23
56.6,54.6,0.84,75.1,34.5,22.1,29.1,0.2
55.9,55.7,0.88,77.3,28.8,19.8,28.8,0.32
53.6,54.5,0.87,72.3,31.0,21.6,26.3,0.24
56.1,55.1,0.88,76.9,30.5,19.7,22.2,0.24
55.3,51.8,0.89,76.8,32.2,20.4,20.0,0.18
